id,mean_in,range_in,wiwnu_in,mean_out,range_out,wiwnu_out,start_time,elapsed_sec,status
W0001,782.4107666015625,39.286376953125,2.7882614135742188,731.8533935546875,3.75921630859375,0.2266676425933838,2025-11-23 17:36:27,47.089900970458984,NORMAL
W0002,783.9775390625,45.89044189453125,3.1061253547668457,731.7552490234375,3.4775390625,0.20159097015857697,2025-11-23 17:37:24,48.55156707763672,NORMAL
W0003,790.1152954101562,35.98199462890625,2.372708320617676,731.9155883789062,3.36065673828125,0.1954362690448761,2025-11-23 17:38:23,51.77831268310547,NORMAL
W0004,767.2659912109375,41.06500244140625,2.8910958766937256,731.871337890625,2.8812255859375,0.16534525156021118,2025-11-23 17:39:25,36.553192138671875,NORMAL
W0005,792.8192749023438,35.3223876953125,2.4744701385498047,732.2061767578125,2.9171142578125,0.14781837165355682,2025-11-23 17:40:12,55.85040283203125,NORMAL
W0006,788.412841796875,36.88031005859375,2.744917154312134,775.8935546875,6.6390380859375,0.4033494293689728,2025-11-23 17:41:18,4.6497802734375,ABORT
W0007,787.58447265625,39.81573486328125,2.8554110527038574,731.9520263671875,3.50518798828125,0.2111610770225525,2025-11-23 18:15:08,53.187137603759766,NORMAL
W0008,776.5858764648438,35.9149169921875,2.571601390838623,732.1437377929688,2.94769287109375,0.1527480036020279,2025-11-23 18:16:12,44.043434143066406,NORMAL
